,index,Term,LoanStatus,BorrowerRate,ProsperRating (numeric),ProsperRating (Alpha),ProsperScore,ListingCategory (numeric),EmploymentStatus,BorrowerState,Occupation,IsBorrowerHomeowner,DelinquenciesLast7Years,StatedMonthlyIncome,TotalProsperLoans,LoanOriginalAmount,LoanOriginationDate,LoanNumber,LoanOriginationQuarter,Recommendations,CurrentDelinquencies,Investors
16592,22299,60,Completed,0.287,3.0,D,6.0,Debt Consolidation,Employed,IL,Other,False,0.0,4833.333333,0.0,10000,2012-06-05,67349,Q2 2012,0,0.0,41
16596,22304,12,Completed,0.0701,6.0,A,9.0,Debt Consolidation,Employed,NC,Accountant/CPA,True,0.0,5666.666667,2.0,2000,2011-12-22,57890,Q4 2011,0,0.0,34
16598,22306,36,Completed,0.092,6.0,A,9.0,Debt Consolidation,Employed,SC,Professional,True,0.0,29166.666667,1.0,5000,2010-06-02,42774,Q2 2010,0,0.0,127
16599,22307,36,Defaulted,0.2899,2.0,E,5.0,Debt Consolidation,Self-employed,TN,Executive,False,0.0,6250.0,1.0,7500,2011-02-23,47242,Q1 2011,0,0.0,94
16600,22308,36,Completed,0.1151,6.0,A,8.0,Debt Consolidation,Employed,OH,Sales - Commission,True,12.0,20416.666667,0.0,15000,2012-07-11,69390,Q3 2012,0,0.0,233
16602,22313,36,Completed,0.35,1.0,HR,4.0,Home Improvement,Self-employed,CA,Other,False,0.0,1500.0,0.0,1500,2010-11-16,45369,Q4 2010,0,0.0,39
16603,22314,12,Completed,0.2669,2.0,E,5.0,Debt Consolidation,Employed,ID,Sales - Retail,False,0.0,833.333333,0.0,3000,2011-06-15,50220,Q2 2011,0,0.0,46
16605,22316,36,Completed,0.1469,5.0,B,6.0,Debt Consolidation,Employed,IN,Realtor,False,0.0,4583.333333,1.0,10000,2012-07-03,69006,Q3 2012,0,0.0,149
16608,22320,12,Completed,0.0855,6.0,A,9.0,Other,Employed,MN,Professional,True,0.0,14166.666667,0.0,2000,2011-01-24,46638,Q1 2011,0,0.0,44
16609,22322,36,Defaulted,0.2999,1.0,HR,2.0,Debt Consolidation,Other,OH,,True,19.0,3750.0,0.0,4000,2013-10-09,105580,Q4 2013,0,0.0,21
16610,22324,36,Completed,0.092,6.0,A,10.0,Debt Consolidation,Employed,NC,Administrative Assistant,False,10.0,3833.333333,0.0,3000,2010-07-01,43321,Q3 2010,0,0.0,68
16612,22327,36,Completed,0.1949,4.0,C,8.0,Debt Consolidation,Employed,VA,Principal,True,0.0,19166.666667,0.0,7500,2011-03-24,47998,Q1 2011,0,0.0,137
16613,22329,60,Defaulted,0.1845,5.0,B,8.0,Business,Employed,IL,Sales - Commission,False,0.0,5000.0,0.0,7000,2012-04-23,64088,Q2 2012,0,2.0,79
16614,22331,36,Defaulted,0.2574,3.0,D,5.0,Other,Employed,CA,Engineer - Mechanical,False,0.0,6137.5,2.0,3000,2011-10-20,54729,Q4 2011,0,0.0,39
16622,22342,36,Completed,0.3177,1.0,HR,5.0,Auto,Other,GA,Other,False,9.0,4551.0,0.0,3200,2012-02-28,61090,Q1 2012,0,3.0,21
16624,22344,36,Completed,0.2199,3.0,D,7.0,Auto,Employed,MA,Waiter/Waitress,False,0.0,2333.333333,1.0,3000,2011-02-23,47246,Q1 2011,0,0.0,36
16627,22348,36,Defaulted,0.3177,1.0,HR,3.0,Other,Employed,IL,Other,False,10.0,5166.666667,0.0,2000,2012-07-23,70973,Q3 2012,0,2.0,30
16635,22358,36,Completed,0.2575,3.0,D,6.0,Debt Consolidation,Employed,IL,Professional,True,0.0,2916.666667,2.0,5000,2010-08-12,43884,Q3 2010,0,0.0,103
16637,22360,36,Defaulted,0.1899,4.0,C,7.0,Home Improvement,Employed,KS,Other,True,0.0,6708.333333,3.0,8500,2011-07-28,51769,Q3 2011,0,0.0,13
16644,22369,60,Completed,0.201,3.0,D,4.0,Debt Consolidation,Employed,KS,Truck Driver,True,0.0,5000.0,0.0,13000,2014-01-28,129280,Q1 2014,0,0.0,2
16646,22372,36,Completed,0.3323,1.0,HR,1.0,Other,Employed,TX,Professional,True,7.0,4333.333333,1.0,1800,2010-09-20,44429,Q3 2010,0,0.0,64
16648,22374,36,Completed,0.0854,7.0,AA,10.0,Home Improvement,Employed,LA,Retail Management,True,0.0,3333.333333,0.0,6000,2011-12-06,57059,Q4 2011,0,0.0,121
16658,22387,36,Completed,0.3177,1.0,HR,5.0,Home Improvement,Other,AZ,Other,True,12.0,4000.0,0.0,4000,2012-04-26,64669,Q2 2012,0,3.0,7
16659,22389,36,Defaulted,0.2171,4.0,C,3.0,Debt Consolidation,Employed,NH,Other,True,0.0,3166.666667,2.0,7500,2011-11-29,56729,Q4 2011,0,0.0,113
16663,22394,36,Defaulted,0.2049,4.0,C,7.0,Debt Consolidation,Employed,OH,Nurse (LPN),False,35.0,3750.0,0.0,6000,2012-04-10,63334,Q2 2012,0,4.0,111
16669,22402,36,Completed,0.2638,3.0,D,7.0,Other,Employed,TX,Professional,True,17.0,8375.0,1.0,1000,2010-06-16,42989,Q2 2010,0,0.0,11
16670,22404,36,Completed,0.1449,5.0,B,8.0,Business,Employed,FL,Truck Driver,True,0.0,3166.666667,0.0,6000,2012-03-27,62643,Q1 2012,0,0.0,107
16677,22413,36,Completed,0.1499,5.0,B,8.0,Debt Consolidation,Employed,WV,Computer Programmer,True,0.0,7666.75,0.0,4500,2011-05-06,49120,Q2 2011,0,0.0,112
16678,22414,36,Completed,0.114,6.0,A,7.0,Other,Employed,FL,Fireman,True,8.0,7083.333333,0.0,4500,2011-07-19,51299,Q3 2011,0,2.0,73
16680,22416,36,Completed,0.2575,3.0,D,6.0,Debt Consolidation,Employed,NE,Other,True,3.0,3400.75,1.0,9000,2010-08-23,44066,Q3 2010,0,0.0,225
16688,22431,36,Completed,0.1902,4.0,C,4.0,Debt Consolidation,Employed,GA,Professional,False,0.0,1775.0,3.0,3000,2012-07-10,69454,Q3 2012,0,0.0,53
16690,22433,36,Completed,0.1359,5.0,B,4.0,Debt Consolidation,Self-employed,CA,Truck Driver,True,0.0,11666.666667,0.0,10000,2013-03-26,86844,Q1 2013,0,0.0,129
16694,22437,36,Completed,0.2899,2.0,E,6.0,Home Improvement,Employed,GA,Administrative Assistant,True,17.0,4299.5,3.0,2000,2011-03-21,47850,Q1 2011,1,3.0,34
16696,22441,60,Completed,0.2692,3.0,D,5.0,Debt Consolidation,Employed,FL,Analyst,False,0.0,3833.333333,0.0,9668,2012-12-19,79161,Q4 2012,0,0.0,147
16699,22444,36,Completed,0.2561,3.0,D,6.0,Other,Employed,IL,Engineer - Electrical,True,0.0,9166.666667,0.0,5000,2011-11-28,56629,Q4 2011,0,0.0,6
16702,22447,12,Completed,0.1656,4.0,C,6.0,Other,Employed,SC,Police Officer/Correction Officer,True,0.0,2500.0,0.0,2500,2012-10-11,75804,Q4 2012,0,0.0,57
16703,22448,36,Completed,0.127,6.0,A,9.0,Other,Employed,CA,Engineer - Electrical,False,0.0,12500.0,0.0,9500,2012-05-14,65539,Q2 2012,0,0.0,167
16711,22459,36,Completed,0.199,3.0,D,8.0,Debt Consolidation,Employed,FL,Computer Programmer,False,7.0,4583.333333,1.0,2200,2010-01-26,40557,Q1 2010,0,0.0,67
16713,22461,36,Defaulted,0.3199,2.0,E,4.0,Other,Employed,CA,Other,False,0.0,1750.0,0.0,4000,2011-05-27,49767,Q2 2011,0,0.0,25
16715,22464,36,Completed,0.35,1.0,HR,5.0,Other,Employed,MO,Other,True,19.0,7500.0,1.0,3500,2009-10-20,39005,Q4 2009,0,0.0,18
16718,22468,36,Completed,0.2635,3.0,D,8.0,Other,Employed,TN,Nurse (RN),False,0.0,3583.333333,0.0,3000,2009-10-15,38901,Q4 2009,0,0.0,117
16720,22472,36,Defaulted,0.3127,1.0,HR,2.0,Auto,Self-employed,TX,Retail Management,False,0.0,5666.666667,0.0,4000,2011-12-27,57978,Q4 2011,0,0.0,72
16723,22479,36,Completed,0.0799,7.0,AA,10.0,Business,Employed,NV,Executive,False,0.0,4583.333333,0.0,10000,2011-05-25,49621,Q2 2011,0,0.0,201
16725,22484,12,Completed,0.1356,4.0,C,4.0,Business,Self-employed,FL,Professional,False,0.0,11666.666667,0.0,3000,2013-03-13,86366,Q1 2013,0,0.0,50
16727,22487,36,Completed,0.104,6.0,A,9.0,Debt Consolidation,Employed,CO,Other,False,0.0,3806.25,0.0,5029,2009-11-03,39250,Q4 2009,0,0.0,171
16729,22490,36,Defaulted,0.2148,4.0,C,6.0,Home Improvement,Employed,TN,Skilled Labor,False,0.0,2000.0,0.0,7000,2012-04-30,64706,Q2 2012,0,0.0,86
16731,22492,36,Completed,0.2148,4.0,C,7.0,Debt Consolidation,Employed,CA,Other,False,0.0,7083.333333,0.0,15000,2012-06-22,68426,Q2 2012,0,0.0,244
16732,22494,36,Completed,0.071,7.0,AA,10.0,Debt Consolidation,Employed,IL,Teacher,False,0.0,2700.0,0.0,3000,2010-03-18,41283,Q1 2010,0,0.0,130
16735,22497,36,Defaulted,0.1399,5.0,B,8.0,Debt Consolidation,Other,PA,Other,False,1.0,2000.0,0.0,2000,2011-04-12,48448,Q2 2011,0,0.0,41
16737,22500,36,Completed,0.201,4.0,C,9.0,Debt Consolidation,Employed,FL,Food Service Management,True,4.0,3333.333333,0.0,3700,2009-11-09,39354,Q4 2009,0,0.0,168
16738,22501,36,Defaulted,0.2786,2.0,E,2.0,Debt Consolidation,Other,OH,Other,True,0.0,3811.0,0.0,4000,2013-03-05,85916,Q1 2013,0,0.0,61
16739,22502,36,Completed,0.3099,2.0,E,7.0,Business,Employed,CA,Other,True,0.0,4500.0,1.0,4000,2011-08-08,52045,Q3 2011,0,0.0,66
16740,22503,12,Completed,0.2669,2.0,E,5.0,Auto,Employed,NY,Professional,False,63.0,6250.0,1.0,3000,2011-08-31,52825,Q3 2011,0,0.0,11
16742,22505,36,Completed,0.2148,4.0,C,7.0,Debt Consolidation,Employed,WA,Attorney,False,0.0,8333.333333,0.0,11000,2012-05-23,66546,Q2 2012,0,0.0,55
16743,22506,60,Completed,0.2899,3.0,D,7.0,Auto,Employed,FL,Other,False,6.0,3166.666667,0.0,8000,2011-04-08,48371,Q2 2011,0,4.0,174
16745,22509,36,Completed,0.1559,5.0,B,6.0,Debt Consolidation,Employed,NV,Teacher,False,0.0,3833.333333,0.0,8000,2013-03-29,87433,Q1 2013,0,0.0,37
16746,22510,36,Defaulted,0.3177,1.0,HR,6.0,Debt Consolidation,Other,MI,Other,False,0.0,3396.0,0.0,2000,2012-08-23,72886,Q3 2012,0,0.0,19
16750,22515,36,Defaulted,0.1254,6.0,A,9.0,Business,Employed,NY,Realtor,False,0.0,15000.0,0.0,20000,2011-11-30,56912,Q4 2011,0,1.0,21
16752,22518,36,Completed,0.069,7.0,AA,9.0,Other,Employed,MN,Sales - Retail,True,0.0,2500.0,1.0,3000,2010-05-28,42714,Q2 2010,1,0.0,58
16755,22521,36,Completed,0.1939,4.0,C,5.0,Debt Consolidation,Employed,MD,Fireman,True,0.0,5166.666667,0.0,5000,2013-01-17,82696,Q1 2013,0,0.0,83
16757,22524,36,Completed,0.1609,5.0,B,8.0,Auto,Employed,IL,Professional,True,49.0,4166.666667,1.0,4000,2011-12-06,56904,Q4 2011,0,8.0,39
16761,22529,60,Completed,0.2359,3.0,D,3.0,Debt Consolidation,Employed,OH,Professional,True,0.0,9166.666667,0.0,15000,2013-07-25,96985,Q3 2013,0,0.0,88
16765,22534,36,Completed,0.2272,3.0,D,6.0,Other,Employed,CA,Sales - Commission,False,1.0,12000.0,0.0,3000,2013-06-25,93519,Q2 2013,0,2.0,1
16768,22538,36,Completed,0.2272,3.0,D,5.0,Other,Employed,CT,Retail Management,False,0.0,5416.666667,0.0,10000,2013-02-26,85747,Q1 2013,0,0.0,141
16771,22542,60,Completed,0.2916,2.0,E,3.0,Debt Consolidation,Employed,VA,Clerical,False,12.0,3500.0,3.0,2000,2013-06-07,92531,Q2 2013,0,0.0,1
16773,22546,36,Completed,0.2492,3.0,D,7.0,Other,Employed,PA,Administrative Assistant,True,66.0,3518.0,0.0,2000,2012-11-30,78725,Q4 2012,0,0.0,26
16774,22547,36,Completed,0.092,6.0,A,8.0,Other,Retired,OR,Other,True,0.0,4666.666667,0.0,5000,2010-07-09,43343,Q3 2010,0,0.0,134
16781,22555,60,Completed,0.2499,3.0,D,7.0,Other,Employed,TX,Other,False,0.0,3333.333333,1.0,15000,2011-04-26,48813,Q2 2011,0,0.0,183
16782,22556,36,Completed,0.3099,2.0,E,2.0,Home Improvement,Employed,VA,Professional,True,0.0,8750.0,1.0,6000,2011-07-29,51779,Q3 2011,0,0.0,6
16786,22562,36,Completed,0.1034,6.0,A,7.0,Other,Employed,IL,Teacher,True,0.0,6250.0,1.0,8500,2012-11-26,78331,Q4 2012,0,0.0,85
16788,22565,36,Completed,0.3099,2.0,E,3.0,Business,Employed,TN,Food Service Management,True,0.0,2666.666667,2.0,5000,2011-07-22,51413,Q3 2011,0,0.0,3
16790,22567,36,Completed,0.104,6.0,A,9.0,Debt Consolidation,Employed,CO,Teacher,True,0.0,2666.666667,0.0,1500,2009-11-25,39641,Q4 2009,0,0.0,60
16793,22570,36,Defaulted,0.2566,3.0,D,6.0,Home Improvement,Employed,OH,Biologist,False,0.0,4083.333333,1.0,3500,2013-06-06,92378,Q2 2013,0,2.0,56
16797,22578,36,Completed,0.245,4.0,C,9.0,Debt Consolidation,Employed,MI,Other,True,12.0,3614.0,0.0,3500,2010-03-04,41087,Q1 2010,0,0.0,88
16801,22582,36,Defaulted,0.3199,2.0,E,5.0,Other,Employed,MI,Administrative Assistant,True,5.0,2916.666667,0.0,7500,2011-05-17,49351,Q2 2011,0,4.0,116
16806,22590,36,Defaulted,0.1902,4.0,C,3.0,Business,Employed,MN,Professional,True,0.0,4000.0,1.0,15000,2012-06-27,68583,Q2 2012,0,0.0,176
16807,22591,36,Defaulted,0.2699,3.0,D,6.0,Debt Consolidation,Employed,IL,Police Officer/Correction Officer,True,0.0,6250.0,0.0,10000,2011-10-07,54271,Q4 2011,0,0.0,3
16810,22596,36,Defaulted,0.2566,3.0,D,6.0,Debt Consolidation,Employed,VA,Sales - Commission,False,0.0,5833.333333,1.0,8500,2013-08-29,100358,Q3 2013,0,0.0,1
16811,22597,36,Completed,0.2625,3.0,D,8.0,Auto,Employed,FL,Skilled Labor,False,0.0,4750.0,1.0,3000,2010-02-23,40944,Q1 2010,0,0.0,90
16813,22599,36,Defaulted,0.1385,5.0,B,8.0,Other,Employed,MI,Waiter/Waitress,False,0.0,1500.0,0.0,1500,2010-03-09,41103,Q1 2010,0,0.0,65
16814,22600,36,Defaulted,0.2561,3.0,D,6.0,Other,Employed,OH,Nurse (RN),True,0.0,5000.0,0.0,5500,2011-12-07,57095,Q4 2011,0,0.0,10
16815,22601,60,Completed,0.2179,4.0,C,6.0,Debt Consolidation,Employed,MD,Sales - Retail,False,0.0,2773.333333,0.0,8000,2013-08-27,100306,Q3 2013,0,0.0,1
16816,22602,60,Completed,0.1744,6.0,A,8.0,Debt Consolidation,Employed,WI,Other,True,0.0,3416.666667,0.0,10000,2011-12-09,57262,Q4 2011,0,0.0,161
16818,22604,36,Completed,0.1449,5.0,B,9.0,Debt Consolidation,Employed,WI,Administrative Assistant,True,23.0,3500.0,0.0,2500,2012-03-28,62735,Q1 2012,0,0.0,32
16820,22606,36,Completed,0.35,2.0,E,9.0,Other,Employed,TX,Professional,False,0.0,6500.0,1.0,2000,2009-09-30,38704,Q3 2009,0,0.0,44
16825,22611,36,Completed,0.35,1.0,HR,5.0,Other,Employed,MA,Construction,False,0.0,1833.333333,0.0,4500,2010-01-28,40659,Q1 2010,0,0.0,116
16826,22612,36,Completed,0.257,3.0,D,7.0,Debt Consolidation,Retired,OK,Other,True,0.0,3687.0,2.0,7500,2010-06-21,43023,Q2 2010,0,0.0,193
16830,22617,36,Completed,0.0835,6.0,A,9.0,Debt Consolidation,Employed,CA,Scientist,False,0.0,9166.666667,1.0,7000,2010-02-11,40815,Q1 2010,0,0.0,293
16834,22622,36,Completed,0.3125,1.0,HR,4.0,Debt Consolidation,Employed,CO,Clergy,True,0.0,3333.333333,1.0,4000,2011-04-07,48318,Q2 2011,0,1.0,50
16835,22623,60,Completed,0.2684,3.0,D,6.0,Debt Consolidation,Employed,KS,Fireman,True,0.0,3875.0,0.0,15000,2012-09-24,74951,Q3 2012,0,0.0,15
16837,22625,36,Completed,0.1089,6.0,A,8.0,Debt Consolidation,Employed,MO,Other,True,1.0,4666.666667,0.0,6500,2013-03-07,86078,Q1 2013,0,0.0,65
16840,22630,36,Defaulted,0.25,3.0,D,7.0,Debt Consolidation,Employed,WA,Professional,False,0.0,4166.666667,0.0,3000,2009-11-13,39461,Q4 2009,0,0.0,182
16843,22636,36,Completed,0.3199,2.0,E,5.0,Debt Consolidation,Employed,NJ,Professional,False,32.0,2666.666667,0.0,7500,2011-05-26,49889,Q2 2011,0,4.0,19
16846,22639,36,Completed,0.2324,3.0,D,6.0,Debt Consolidation,Other,CA,Other,False,0.0,833.333333,0.0,3000,2012-08-28,73162,Q3 2012,0,0.0,23
16849,22643,36,Completed,0.0835,6.0,A,9.0,Debt Consolidation,Employed,VA,Teacher,False,4.0,3333.333333,0.0,4100,2010-01-28,40648,Q1 2010,0,0.0,141
16850,22644,36,Completed,0.1029,6.0,A,8.0,Auto,Employed,WA,Other,False,0.0,7250.0,1.0,3500,2011-09-02,53121,Q3 2011,0,0.0,7
16851,22645,12,Completed,0.2254,2.0,E,6.0,Auto,Employed,IL,Civil Service,False,2.0,4500.0,0.0,4000,2012-09-25,74784,Q3 2012,0,1.0,7
16853,22647,36,Defaulted,0.2899,2.0,E,4.0,Business,Employed,UT,Construction,True,1.0,3833.333333,1.0,7000,2011-04-22,48679,Q2 2011,0,0.0,120
16854,22648,36,Completed,0.1949,4.0,C,8.0,Home Improvement,Other,IN,Other,False,7.0,4555.416667,0.0,5000,2011-05-25,49748,Q2 2011,0,0.0,115
16855,22649,36,Defaulted,0.092,6.0,A,9.0,Debt Consolidation,Employed,TX,Professional,True,0.0,3916.666667,1.0,5500,2010-06-23,43086,Q2 2010,0,0.0,139
16858,22652,36,Completed,0.06,7.0,AA,10.0,Other,Employed,MN,Sales - Commission,True,0.0,5500.0,0.0,1000,2009-12-02,39734,Q4 2009,0,0.0,77
16859,22654,36,Completed,0.3075,1.0,HR,5.0,Debt Consolidation,Employed,DC,Civil Service,False,14.0,2666.666667,0.0,1000,2009-10-28,39180,Q4 2009,0,4.0,46
16866,22664,36,Completed,0.2958,2.0,E,6.0,Other,Employed,WI,Sales - Retail,False,0.0,2250.0,0.0,2000,2012-04-05,63162,Q2 2012,0,0.0,41
16867,22666,36,Completed,0.3177,1.0,HR,5.0,Other,Employed,MA,Laborer,False,0.0,1666.666667,0.0,4000,2012-06-25,68358,Q2 2012,0,0.0,42
16876,22682,36,Completed,0.2859,2.0,E,2.0,Debt Consolidation,Employed,CA,Retail Management,False,0.0,5166.666667,0.0,4000,2013-07-03,94347,Q3 2013,0,0.0,1
16881,22689,36,Completed,0.274,3.0,D,8.0,Debt Consolidation,Employed,MI,Other,False,10.0,4291.666667,1.0,3000,2010-10-26,45006,Q4 2010,0,4.0,62
16882,22690,36,Defaulted,0.219,3.0,D,7.0,Debt Consolidation,Employed,GA,Construction,False,0.0,2416.666667,0.0,1780,2009-12-21,40055,Q4 2009,0,0.0,77
16886,22696,36,Defaulted,0.1399,5.0,B,8.0,Debt Consolidation,Employed,WI,Professor,True,0.0,7416.666667,0.0,15000,2011-03-25,47985,Q1 2011,0,0.0,126
16887,22697,60,Completed,0.11,7.0,AA,10.0,Debt Consolidation,Employed,NJ,Analyst,True,0.0,7016.666667,0.0,12000,2010-11-17,45393,Q4 2010,0,0.0,273
16890,22701,36,Completed,0.0795,7.0,AA,10.0,Other,Employed,IL,Accountant/CPA,True,0.0,8833.333333,0.0,7500,2010-02-23,40956,Q1 2010,0,0.0,249
16891,22704,36,Completed,0.2823,3.0,D,7.0,Other,Employed,PA,Skilled Labor,False,22.0,2583.333333,0.0,1000,2009-12-30,40157,Q4 2009,0,4.0,45
16894,22707,36,Completed,0.1449,5.0,B,6.0,Debt Consolidation,Employed,CA,Retail Management,False,6.0,2916.666667,1.0,4500,2012-02-10,60160,Q1 2012,0,0.0,48
16895,22708,36,Completed,0.2124,4.0,C,5.0,Debt Consolidation,Employed,CO,Food Service Management,False,5.0,3833.333333,0.0,10000,2013-03-25,87079,Q1 2013,0,0.0,2
16908,22726,36,Completed,0.1899,4.0,C,7.0,Debt Consolidation,Employed,IL,Clerical,False,0.0,2250.0,1.0,2000,2011-07-28,51799,Q3 2011,0,0.0,8
16910,22728,12,Completed,0.0929,6.0,A,10.0,Debt Consolidation,Employed,GA,Computer Programmer,False,0.0,8350.333333,1.0,2850,2011-10-25,54863,Q4 2011,0,0.0,13
16912,22730,36,Completed,0.2699,2.0,E,3.0,Other,Employed,IN,Clerical,True,5.0,5916.666667,0.0,3000,2013-11-13,110773,Q4 2013,0,0.0,18
16913,22732,36,Completed,0.1029,6.0,A,8.0,Auto,Employed,CO,Food Service,False,0.0,1800.0,1.0,3000,2011-09-14,53286,Q3 2011,0,0.0,40
16922,22745,36,Defaulted,0.3177,1.0,HR,4.0,Other,Employed,OR,Other,False,0.0,3333.333333,0.0,2000,2012-12-10,79127,Q4 2012,0,0.0,31
16927,22750,36,Completed,0.3177,1.0,HR,5.0,Other,Other,CA,Other,False,13.0,1865.0,0.0,4000,2012-06-25,68534,Q2 2012,0,0.0,75
16928,22751,60,Defaulted,0.2489,4.0,C,7.0,Business,Employed,FL,Administrative Assistant,False,0.0,5750.0,0.0,15000,2012-05-30,66995,Q2 2012,0,0.0,154
16932,22758,36,Completed,0.201,4.0,C,10.0,Other,Employed,MI,Other,False,0.0,2454.166667,0.0,1000,2009-11-30,39710,Q4 2009,0,0.0,41
16933,22759,60,Completed,0.119,6.0,A,9.0,Debt Consolidation,Employed,NC,Executive,True,1.0,20833.333333,0.0,15000,2011-03-21,47870,Q1 2011,0,0.0,231
16937,22765,12,Completed,0.1499,5.0,B,8.0,Other,Employed,MD,Other,False,18.0,5250.0,0.0,2000,2011-09-26,53675,Q3 2011,0,0.0,32
16938,22766,36,Defaulted,0.2699,3.0,D,6.0,Business,Employed,NY,Teacher,False,0.0,4179.416667,0.0,5000,2011-08-12,52115,Q3 2011,0,0.0,68
16939,22767,36,Completed,0.0945,7.0,AA,8.0,Debt Consolidation,Employed,TX,Accountant/CPA,True,0.0,10283.0,0.0,20000,2010-01-08,40333,Q1 2010,0,0.0,709
16941,22769,36,Completed,0.3177,1.0,HR,4.0,Debt Consolidation,Employed,TX,Professional,True,0.0,3500.0,0.0,4000,2012-06-21,68229,Q2 2012,0,0.0,3
16951,22782,60,Completed,0.2489,4.0,C,7.0,Debt Consolidation,Employed,FL,Nurse (RN),True,0.0,5666.666667,0.0,4500,2012-05-23,66565,Q2 2012,0,0.0,61
16952,22783,36,Defaulted,0.2487,3.0,D,4.0,Debt Consolidation,Employed,FL,Professional,True,0.0,5416.666667,1.0,7000,2011-12-21,57703,Q4 2011,0,0.0,109
16953,22784,36,Completed,0.25,3.0,D,7.0,Debt Consolidation,Employed,WA,Attorney,True,2.0,5416.666667,1.0,1500,2010-12-15,45872,Q4 2010,0,0.0,43
16956,22788,36,Completed,0.3199,1.0,HR,2.0,Other,Other,MA,Other,True,0.0,233.333333,0.0,4000,2011-09-30,53994,Q3 2011,0,0.0,78
16957,22789,36,Completed,0.2635,3.0,D,7.0,Business,Employed,IL,Sales - Retail,False,0.0,3541.666667,2.0,7500,2009-11-02,39269,Q4 2009,0,0.0,338
16959,22791,36,Defaulted,0.2958,2.0,E,8.0,Other,Employed,FL,Other,False,3.0,2166.666667,0.0,4000,2012-04-18,63815,Q2 2012,0,1.0,46
16960,22792,36,Completed,0.2566,3.0,D,3.0,Debt Consolidation,Employed,HI,Nurse (RN),False,0.0,7333.333333,0.0,10000,2013-05-31,91924,Q2 2013,0,0.0,1
16964,22799,36,Completed,0.2148,4.0,C,7.0,Other,Employed,NY,Other,False,0.0,4166.666667,0.0,4000,2012-06-07,67502,Q2 2012,0,0.0,80
16973,22810,36,Completed,0.3199,2.0,E,6.0,Debt Consolidation,Employed,CA,Fireman,False,0.0,6028.583333,1.0,2000,2011-01-27,46795,Q1 2011,2,0.0,14
16975,22813,36,Completed,0.1515,5.0,B,8.0,Other,Employed,MI,Professional,True,0.0,8333.333333,0.0,8000,2010-09-29,44605,Q3 2010,0,0.0,182
16976,22816,36,Defaulted,0.35,1.0,HR,4.0,Business,Employed,CA,Other,False,10.0,7416.666667,0.0,4000,2010-12-03,45656,Q4 2010,1,1.0,13
16982,22823,36,Completed,0.1509,5.0,B,7.0,Debt Consolidation,Employed,MD,Administrative Assistant,False,0.0,3000.0,0.0,15000,2013-02-21,85293,Q1 2013,0,0.0,188
16984,22825,36,Completed,0.15,5.0,B,8.0,Debt Consolidation,Employed,CA,Professional,False,0.0,6083.333333,1.0,9300,2009-09-02,38364,Q3 2009,0,0.0,427
16987,22828,36,Completed,0.089,6.0,A,9.0,Other,Employed,SD,Professional,True,0.0,6666.666667,0.0,2500,2011-03-08,47584,Q1 2011,0,0.0,55
16989,22831,36,Completed,0.3177,1.0,HR,6.0,Home Improvement,Employed,CA,Medical Technician,False,34.0,2666.666667,0.0,2500,2012-09-25,75116,Q3 2012,0,0.0,38
16994,22837,60,Defaulted,0.2489,4.0,C,6.0,Other,Employed,CA,Analyst,False,7.0,389.166667,0.0,5300,2012-05-17,65701,Q2 2012,0,0.0,100
17001,22845,36,Completed,0.2639,2.0,E,2.0,Other,Employed,NY,Teacher,False,0.0,2750.0,0.0,4000,2013-01-16,82672,Q1 2013,0,0.0,57
17003,22847,36,Completed,0.0839,7.0,AA,9.0,Debt Consolidation,Employed,CA,Other,False,0.0,5833.333333,0.0,4000,2012-12-13,79385,Q4 2012,0,0.0,70
17005,22853,60,Completed,0.179,5.0,B,8.0,Debt Consolidation,Employed,GA,Retail Management,True,0.0,3750.0,0.0,15000,2011-01-18,46463,Q1 2011,0,0.0,369
17010,22859,36,Completed,0.1988,4.0,C,9.0,Debt Consolidation,Employed,IN,Fireman,True,0.0,6333.333333,1.0,2500,2009-11-09,39361,Q4 2009,0,0.0,63
17016,22865,36,Defaulted,0.3177,1.0,HR,3.0,Other,Employed,CA,Other,True,0.0,2833.333333,0.0,4000,2012-04-26,64630,Q2 2012,0,1.0,68
17020,22869,36,Completed,0.1115,6.0,A,9.0,Debt Consolidation,Employed,PA,Computer Programmer,False,0.0,4000.0,0.0,13000,2010-09-09,44332,Q3 2010,0,0.0,346
17030,22881,60,Defaulted,0.2554,2.0,E,2.0,Debt Consolidation,Employed,UT,Civil Service,True,0.0,6083.333333,0.0,10000,2014-01-06,125305,Q1 2014,0,0.0,1
17033,22886,36,Completed,0.1999,4.0,C,6.0,Debt Consolidation,Employed,TX,Administrative Assistant,False,0.0,3208.333333,0.0,14000,2011-02-16,46994,Q1 2011,0,0.0,269
17034,22889,12,Completed,0.1499,5.0,B,9.0,Home Improvement,Employed,VA,Professional,True,2.0,11166.666667,0.0,5000,2011-08-23,52456,Q3 2011,0,0.0,72
17036,22891,36,Defaulted,0.2699,3.0,D,6.0,Other,Employed,NY,Other,False,3.0,3533.583333,0.0,2620,2011-07-26,51634,Q3 2011,0,1.0,44
17037,22892,36,Completed,0.35,2.0,E,10.0,Other,Employed,GA,Other,True,5.0,11500.0,1.0,2000,2009-11-13,39441,Q4 2009,0,0.0,17
